MemTotal:       32755048 kB
MemFree:        25530496 kB
MemAvailable:   31296040 kB
Buffers:           63384 kB
Cached:          6059020 kB
SwapCached:            0 kB
Active:          4282712 kB
Inactive:        2574108 kB
Active(anon):       1640 kB
Inactive(anon):   781732 kB
Active(file):    4281072 kB
Inactive(file):  1792376 kB
Unevictable:       41984 kB
Mlocked:            5540 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:              1532 kB
Writeback:            24 kB
AnonPages:        772472 kB
Mapped:           268420 kB
Shmem:             44248 kB
KReclaimable:     109860 kB
Slab:             198956 kB
SReclaimable:     109860 kB
SUnreclaim:        89096 kB
KernelStack:        6524 kB
PageTables:        20216 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:    16377524 kB
Committed_AS:    6668992 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       23392 kB
VmallocChunk:          0 kB
Percpu:             6144 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
CmaTotal:              0 kB
CmaFree:               0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      164856 kB
DirectMap2M:     4964352 kB
DirectMap1G:    29360128 kB
