"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",4,30,268.484560,8.952134,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",4,30,465.686792,19.475280,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",4,15,550.207658,17.120764,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",4,15,46.421006,0.724372,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",4,15,1951.530695,25.341080,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",4,15,7089.648376,233.471720,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",4,30,499.758735,11.336073,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",4,15,204.039465,3.008418,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",4,15,59.236436,2.101429,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",4,15,453.501488,12.330718,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,11.356283,0.227481,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",4,15,903.552378,42.596009,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",4,15,3110.574690,53.351699,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",4,15,46.234281,0.721702,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",4,15,219.609282,1.137047,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",4,15,32.602701,2.128988,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",4,15,329.006301,5.321381,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",4,30,8479.795537,284.040620,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",4,15,120.360511,2.191845,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",4,30,417.996040,20.929247,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",4,30,1050.726636,25.674373,"ops/min"
