"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",8,30,342.182771,21.301726,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",8,30,640.006797,53.476964,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",8,15,718.486261,10.873826,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",8,15,47.591318,0.236147,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",8,15,2286.291370,7.406993,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",8,15,9423.391210,68.218606,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",8,30,740.539895,10.802785,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",8,15,258.893014,2.523620,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",8,15,63.125493,0.281140,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",8,15,669.953819,28.735542,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,12.674507,0.327914,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",8,15,934.675510,71.394981,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",8,15,4349.779334,232.446099,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",8,15,60.631045,0.280713,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",8,15,430.008246,4.681080,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",8,15,36.446301,6.868176,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",8,15,310.592047,32.891899,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",8,30,10350.284669,316.219738,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",8,15,135.355429,4.426001,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",8,30,542.783043,17.899271,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",8,30,1162.825429,39.790515,"ops/min"
