"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",4,30,214.941990,4.893690,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",4,30,470.484302,20.102179,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",4,15,543.497272,9.576348,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",4,15,44.516113,2.856834,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",4,15,1924.594471,14.285150,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",4,15,8675.512998,241.891006,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",4,30,460.672781,18.879428,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",4,15,200.554642,0.876547,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",4,15,58.333628,1.509701,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",4,15,450.240268,13.307772,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,11.535568,0.157882,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",4,15,920.867342,19.591253,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",4,15,3122.565082,20.518942,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",4,15,50.703562,0.411591,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",4,15,240.041102,1.237730,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",4,15,32.034001,0.394024,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",4,15,320.149517,21.645294,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",4,30,8225.343420,327.603041,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",4,15,119.668906,2.440893,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",4,30,407.652107,23.068496,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",4,30,904.696670,27.962248,"ops/min"
