"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",6,30,316.555086,15.660006,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",6,30,559.360122,18.387258,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",6,15,651.814667,5.605134,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",6,15,49.680358,2.890882,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",6,15,2165.878715,18.645137,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",6,15,8418.900320,105.155988,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",6,30,595.641048,12.209124,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",6,15,233.662434,6.575095,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",6,15,64.374976,2.709734,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",6,15,581.137441,4.793717,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,12.367391,0.048216,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",6,15,984.201400,17.276190,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",6,15,3854.298504,71.130617,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",6,15,58.780771,0.269110,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",6,15,327.843384,2.560276,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",6,15,33.963038,3.634893,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",6,15,344.944262,32.380464,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",6,30,9919.695282,111.996691,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",6,15,131.266164,4.489508,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",6,30,506.989363,12.861346,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",6,30,1139.380038,14.427386,"ops/min"
