"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",4,30,237.621985,5.981545,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",4,30,530.082997,17.384335,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",4,15,566.852454,5.849755,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",4,15,47.359638,2.949251,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",4,15,2109.179317,73.729677,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",4,15,9956.090442,144.234696,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",4,30,555.832115,12.895609,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",4,15,214.362455,1.614045,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",4,15,62.280047,0.840059,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",4,15,418.331434,14.217817,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,12.378783,0.113962,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",4,15,777.062308,25.050256,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",4,15,3305.714810,11.982185,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",4,15,52.503187,0.061365,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",4,15,245.389456,0.196241,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",4,15,34.645145,0.210247,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",4,15,284.389249,10.737741,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",4,30,9395.499260,201.591530,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",4,15,125.011975,1.857804,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",4,30,410.778170,14.575055,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",4,30,983.232384,7.066785,"ops/min"
