Delay between performance status pings above threshold
===================================
Domain Marker;Start RT curve;1191593.0
Domain Marker;max-jOPS;6882441.0
Range Marker;Limit;5000.0
Range Marker;Hard Limit;60000.0
Time, msec;Group1.TxInjector.CompositeTxInjector;Group1.Backend.CompositeBackend
4032.0;1014.1305280000006;1014.261195
90232.0;6541.480221999998;6543.73509799999
409787.0;12349.991328999982;12355.479870999989
510331.0;5012.107065999997;
510332.0;;5044.025437999982
632419.0;12129.002230999991;12138.10447599995
994276.0;5000.242816000013;5027.97241799999
1001365.0;5070.330076999962;5080.69133000006
7185485.0;5078.606805999763;5099.892300999723
7367685.0;10455.577145999297;10466.904173000716
7374965.0;5263.916550000198;5270.8386660004035
7414148.0;;1005.900786999613
7414153.0;4.016633999533951;
