"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",8,30,258.539358,11.718342,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",8,30,713.904316,18.112674,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",8,15,704.980403,5.626761,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",8,15,47.959534,0.241868,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",8,15,2279.016714,30.256128,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",8,15,12728.559171,152.888274,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",8,30,710.480032,6.114823,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",8,15,253.783152,4.311843,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",8,15,63.173824,1.071436,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",8,15,628.554918,9.375220,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,12.763069,0.176290,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",8,15,887.671665,25.127619,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",8,15,4369.805066,96.074513,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",8,15,57.480086,0.122242,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",8,15,473.227003,0.349899,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",8,15,32.926134,0.226887,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",8,15,300.614608,25.609486,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",8,30,10921.485533,124.900640,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",8,15,143.635797,3.114558,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",8,30,507.352709,12.180833,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",8,30,1077.148078,15.821475,"ops/min"
