"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",6,30,231.044781,17.593148,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",6,30,494.588782,24.360893,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",6,15,512.146752,82.608606,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",6,15,34.542885,4.665821,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",6,15,1838.864087,225.078913,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",6,15,7585.494216,411.831318,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",6,30,575.153737,9.905354,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",6,15,210.716417,27.734044,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",6,15,66.548130,3.350156,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",6,15,467.544057,57.840623,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,12.561396,0.077284,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",6,15,866.644318,111.749180,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",6,15,2923.832657,206.473491,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",6,15,55.747510,1.510691,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",6,15,334.803593,17.272089,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",6,15,34.820171,2.015932,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",6,15,217.469032,27.497595,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",6,30,6793.210377,245.113526,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",6,15,96.837644,7.693429,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",6,30,364.546011,22.125886,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",6,30,701.916542,44.035800,"ops/min"
