"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",8,30,255.077294,15.694037,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",8,30,697.977221,18.475453,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",8,15,705.638053,4.944746,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",8,15,45.011514,0.598016,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",8,15,2229.262664,49.504292,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",8,15,11197.691670,107.219985,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",8,30,686.869963,6.318744,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",8,15,253.073971,2.782297,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",8,15,65.586867,0.294901,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",8,15,684.902516,5.869663,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,13.315716,0.123629,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",8,15,1005.461206,10.601123,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",8,15,4624.035025,11.956694,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",8,15,59.714423,0.180506,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",8,15,479.391802,0.341492,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",8,15,33.928118,0.273042,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",8,15,343.430527,20.047315,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",8,30,10265.669760,164.659753,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",8,15,143.032646,2.596484,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",8,30,525.209995,12.272102,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",8,30,1030.326235,7.822312,"ops/min"
