03:55:26,272 INFO  [org.radargun.LaunchMaster] (main) Running in directory: /home/tester/benchmarks-in-nested-virtualisation-toolchain/local_workspace/results/.
03:55:26,285 INFO  [org.radargun.LaunchMaster] (main) Configuration file is: /home/tester/benchmarks-in-nested-virtualisation-toolchain/local_workspace/results/config.xml
03:55:26,287 ERROR [org.radargun.config.DomConfigParser] (main) loading: /home/tester/benchmarks-in-nested-virtualisation-toolchain/local_workspace/results/config.xml
03:55:26,290 ERROR [org.radargun.config.DomConfigParser] (main) loaded: /home/tester/benchmarks-in-nested-virtualisation-toolchain/local_workspace/results/config.xml
03:55:26,506 INFO  [org.radargun.RemoteSlaveConnection] (main) Attempting to start Master listening for connection on: results/127.0.0.1:2103
03:55:26,508 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting 5 seconds for server socket to open completely
03:55:31,509 INFO  [org.radargun.RemoteSlaveConnection] (main) Awaiting registration from 3 slaves.
03:55:31,512 INFO  [org.radargun.RemoteSlaveConnection] (main) Awaiting registration from 2 slaves.
03:55:31,512 INFO  [org.radargun.RemoteSlaveConnection] (main) Awaiting registration from 1 slaves.
03:55:31,512 INFO  [org.radargun.RemoteSlaveConnection] (main) Connection established from 3 slaves.
03:55:31,601 INFO  [org.radargun.Master] (main) Started benchmarking configuration 'Infinispan 9.2 - distributed'
03:55:31,601 INFO  [org.radargun.Master] (main) Starting scenario on Cluster[default=3]
03:55:31,702 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting for 3 reconnecting slaves
03:55:32,731 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting for 2 reconnecting slaves
03:55:32,741 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting for 1 reconnecting slaves
03:55:32,810 INFO  [org.radargun.Master] (main) Starting distributed stage ScenarioInit.
03:55:34,716 INFO  [org.radargun.stages.ScenarioInitStage] (main) Received responses from all 3 slaves. Durations [0 = 15 ms, 1 = 51 ms, 2 = 20 ms]
03:55:34,716 INFO  [org.radargun.Master] (main) Finished distributed stage ScenarioInit.
03:55:34,717 INFO  [org.radargun.Master] (main) Starting distributed stage BeforeServiceStart.
03:55:34,726 INFO  [org.radargun.stages.BeforeServiceStartStage] (main) Received responses from all 3 slaves. Durations [0 = 0 ns, 1 = 0 ns, 2 = 0 ns]
03:55:34,726 INFO  [org.radargun.Master] (main) Finished distributed stage BeforeServiceStart.
03:55:34,732 INFO  [org.radargun.Master] (main) Starting distributed stage ServiceStart.
03:55:42,084 INFO  [org.radargun.stages.lifecycle.ServiceStartStage] (main) Received responses from all 3 slaves. Durations [0 = 7.05 seconds, 1 = 6.83 seconds, 2 = 7.34 seconds]
03:55:42,086 INFO  [org.radargun.Master] (main) Finished distributed stage ServiceStart.
03:55:42,087 INFO  [org.radargun.Master] (main) Starting distributed stage AfterServiceStart.
03:55:42,094 INFO  [org.radargun.stages.AfterServiceStartStage] (main) Received responses from all 3 slaves. Durations [0 = 0 ns, 1 = 1 ms, 2 = 0 ns]
03:55:42,095 INFO  [org.radargun.Master] (main) Finished distributed stage AfterServiceStart.
03:55:42,096 INFO  [org.radargun.Master] (main) Starting distributed stage MonitorStart.
03:55:42,144 INFO  [org.radargun.sysmonitor.AbstractMonitors] (main) Gathering statistics every 1000 ms
03:55:42,151 INFO  [org.radargun.stages.monitor.MonitorStartStage] (main) Received responses from all 3 slaves. Durations [0 = 4 ms, 1 = 5 ms, 2 = 4 ms]
03:55:42,151 INFO  [org.radargun.Master] (main) Finished distributed stage MonitorStart.
03:55:42,158 INFO  [org.radargun.Master] (main) Starting distributed stage Load.
