09:11:19,509 INFO  [org.radargun.LaunchMaster] (main) Running in directory: /mnt/workspace/results/.
09:11:19,522 INFO  [org.radargun.LaunchMaster] (main) Configuration file is: /mnt/workspace/results/config.xml
09:11:19,524 ERROR [org.radargun.config.DomConfigParser] (main) loading: /mnt/workspace/results/config.xml
09:11:19,532 ERROR [org.radargun.config.DomConfigParser] (main) loaded: /mnt/workspace/results/config.xml
09:11:19,843 INFO  [org.radargun.RemoteSlaveConnection] (main) Attempting to start Master listening for connection on: results/127.0.0.1:2103
09:11:19,846 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting 5 seconds for server socket to open completely
09:11:24,852 INFO  [org.radargun.RemoteSlaveConnection] (main) Awaiting registration from 3 slaves.
09:11:24,866 INFO  [org.radargun.RemoteSlaveConnection] (main) Awaiting registration from 2 slaves.
09:11:24,872 INFO  [org.radargun.RemoteSlaveConnection] (main) Awaiting registration from 1 slaves.
09:11:24,876 INFO  [org.radargun.RemoteSlaveConnection] (main) Connection established from 3 slaves.
09:11:25,072 INFO  [org.radargun.Master] (main) Started benchmarking configuration 'Infinispan 9.2 - distributed'
09:11:25,073 INFO  [org.radargun.Master] (main) Starting scenario on Cluster[default=3]
09:11:25,264 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting for 3 reconnecting slaves
09:11:26,671 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting for 2 reconnecting slaves
09:11:26,861 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting for 1 reconnecting slaves
09:11:27,019 INFO  [org.radargun.Master] (main) Starting distributed stage ScenarioInit.
09:11:29,763 INFO  [org.radargun.stages.ScenarioInitStage] (main) Received responses from all 3 slaves. Durations [0 = 56 ms, 1 = 107 ms, 2 = 51 ms]
09:11:29,765 INFO  [org.radargun.Master] (main) Finished distributed stage ScenarioInit.
09:11:29,767 INFO  [org.radargun.Master] (main) Starting distributed stage BeforeServiceStart.
09:11:29,775 INFO  [org.radargun.stages.BeforeServiceStartStage] (main) Received responses from all 3 slaves. Durations [0 = 0 ns, 1 = 0 ns, 2 = 0 ns]
09:11:29,782 INFO  [org.radargun.Master] (main) Finished distributed stage BeforeServiceStart.
09:11:29,787 INFO  [org.radargun.Master] (main) Starting distributed stage ServiceStart.
09:11:38,319 INFO  [org.radargun.stages.lifecycle.ServiceStartStage] (main) Received responses from all 3 slaves. Durations [0 = 7.82 seconds, 1 = 8.32 seconds, 2 = 8.51 seconds]
09:11:38,326 INFO  [org.radargun.Master] (main) Finished distributed stage ServiceStart.
09:11:38,327 INFO  [org.radargun.Master] (main) Starting distributed stage AfterServiceStart.
09:11:38,344 INFO  [org.radargun.stages.AfterServiceStartStage] (main) Received responses from all 3 slaves. Durations [0 = 0 ns, 1 = 0 ns, 2 = 0 ns]
09:11:38,346 INFO  [org.radargun.Master] (main) Finished distributed stage AfterServiceStart.
09:11:38,347 INFO  [org.radargun.Master] (main) Starting distributed stage MonitorStart.
09:11:38,426 INFO  [org.radargun.sysmonitor.AbstractMonitors] (main) Gathering statistics every 1000 ms
09:11:38,450 INFO  [org.radargun.stages.monitor.MonitorStartStage] (main) Received responses from all 3 slaves. Durations [0 = 17 ms, 1 = 13 ms, 2 = 14 ms]
09:11:38,450 INFO  [org.radargun.Master] (main) Finished distributed stage MonitorStart.
09:11:38,492 INFO  [org.radargun.Master] (main) Starting distributed stage Load.
09:11:59,208 INFO  [org.radargun.stages.cache.test.LoadStage] (main) Received responses from all 3 slaves. Durations [0 = 20.66 seconds, 1 = 19.8 seconds, 2 = 20.7 seconds]
09:11:59,209 INFO  [org.radargun.Master] (main) Finished distributed stage Load.
09:11:59,221 WARN  [org.radargun.config.InitHelper] (main) Method public void org.radargun.stages.cache.test.BasicOperationsTestStage.init() overrides public void org.radargun.stages.test.TestStage.init() but both are declared with @Init annotation: calling only once
09:11:59,223 INFO  [org.radargun.Master] (main) Starting distributed stage BasicOperationsTest.
09:12:59,320 INFO  [org.radargun.stages.cache.test.BasicOperationsTestStage] (main) Received responses from all 3 slaves. Durations [0 = 60.05 seconds, 1 = 60.03 seconds, 2 = 60.05 seconds]
09:12:59,321 INFO  [org.radargun.stages.cache.test.BasicOperationsTestStage] (main) This test was executed as a warmup
09:12:59,323 INFO  [org.radargun.Master] (main) Finished distributed stage BasicOperationsTest.
09:12:59,324 INFO  [org.radargun.Master] (main) Starting distributed stage Clear.
09:12:59,502 INFO  [org.radargun.stages.cache.ClearStage] (main) Received responses from all 3 slaves. Durations [0 = 123 ms, 1 = 174 ms, 2 = 105 ms]
09:12:59,502 INFO  [org.radargun.Master] (main) Finished distributed stage Clear.
09:12:59,503 INFO  [org.radargun.Master] (main) Starting distributed stage Load.
09:13:07,334 INFO  [org.radargun.stages.cache.test.LoadStage] (main) Received responses from all 3 slaves. Durations [0 = 7.82 seconds, 1 = 7.79 seconds, 2 = 7.8 seconds]
09:13:07,335 INFO  [org.radargun.Master] (main) Finished distributed stage Load.
09:13:07,384 WARN  [org.radargun.config.InitHelper] (main) Method public void org.radargun.stages.cache.test.BasicOperationsTestStage.init() overrides public void org.radargun.stages.test.TestStage.init() but both are declared with @Init annotation: calling only once
09:13:07,384 INFO  [org.radargun.Master] (main) Starting distributed stage BasicOperationsTest.
09:23:07,840 INFO  [org.radargun.stages.cache.test.BasicOperationsTestStage] (main) Received responses from all 3 slaves. Durations [0 = 10 minutes, 1 = 10 minutes, 2 = 10 minutes]
09:23:07,969 INFO  [org.radargun.Master] (main) Finished distributed stage BasicOperationsTest.
09:23:07,972 INFO  [org.radargun.Master] (main) Starting distributed stage MonitorStop.
09:23:07,979 INFO  [org.radargun.Master] (main) Finished distributed stage MonitorStop.
09:23:07,981 INFO  [org.radargun.Master] (main) Starting distributed stage ScenarioDestroy.
09:23:08,230 INFO  [org.radargun.Master] (main) Finished distributed stage ScenarioDestroy.
09:23:08,232 INFO  [org.radargun.Master] (main) Starting distributed stage ScenarioCleanup.
09:23:13,313 INFO  [org.radargun.stages.ScenarioCleanupStage] (main) Node 0 has changed available memory from 1357 MB to 1348 MB and has 0 unfinished threads
09:23:13,316 INFO  [org.radargun.stages.ScenarioCleanupStage] (main) Node 1 has changed available memory from 1357 MB to 1348 MB and has 2 unfinished threads
09:23:13,317 INFO  [org.radargun.stages.ScenarioCleanupStage] (main) Node 2 has changed available memory from 1357 MB to 1348 MB and has 2 unfinished threads
09:23:13,317 INFO  [org.radargun.Master] (main) Finished distributed stage ScenarioCleanup.
09:23:13,317 INFO  [org.radargun.Master] (main) Finished scenario on Cluster[default=3] in 11 mins 46 secs
09:23:13,365 INFO  [org.radargun.Master] (main) Finished benchmarking configuration 'Infinispan 9.2 - distributed' in 11 mins 48 secs
09:23:13,365 INFO  [org.radargun.Master] (main) Executed all benchmarks in 11 mins 48 secs, reporting...
09:23:13,366 INFO  [org.radargun.Master] (main) Running reporter org.radargun.reporting.csv.CsvReporter@4d5650ae
09:23:13,375 INFO  [org.radargun.utils.Utils] (main) Successfully created report file:/mnt/workspace/results/results/csv/stress-test_Infinispan 9.2 - distributed_default_3.csv
09:23:13,455 INFO  [org.radargun.utils.Utils] (main) Successfully created report file:/mnt/workspace/results/results/csv/timeline_Infinispan 9.2 - distributed_default_3_Memory usage.csv
09:23:13,511 INFO  [org.radargun.utils.Utils] (main) Successfully created report file:/mnt/workspace/results/results/csv/timeline_Infinispan 9.2 - distributed_default_3_Open files.csv
09:23:13,535 INFO  [org.radargun.utils.Utils] (main) Successfully created report file:/mnt/workspace/results/results/csv/timeline_Infinispan 9.2 - distributed_default_3_CPU usage.csv
09:23:13,557 INFO  [org.radargun.utils.Utils] (main) Successfully created report file:/mnt/workspace/results/results/csv/timeline_Infinispan 9.2 - distributed_default_3_GC CPU usage.csv
09:23:13,575 INFO  [org.radargun.utils.Utils] (main) Successfully created report file:/mnt/workspace/results/results/csv/timeline_Infinispan 9.2 - distributed_default_3_RSS Memory usage.csv
09:23:13,590 INFO  [org.radargun.Master] (main) Running reporter org.radargun.reporting.html.HtmlReporter@6574a52c
09:23:17,276 INFO  [org.radargun.Master] (main) All reporters have been executed, exiting.
09:23:17,280 INFO  [org.radargun.ShutDownHook] (Thread-0) Master process is being shutdown
