Probes jOPS / Total jOPS
===================================
Domain Marker;critical-jOPS;824.0
Domain Marker;max-jOPS;4963.0
Domain Marker;Last Success for SLAs;1962.0
Range Marker;Soft Limit;5.0
Range Marker;Hard Limit;3.0
jOPS;Percent of probes jOPS
0;NaN
58;87.75293245349057
115;90.92491284982556
173;92.79298381621498
231;93.354567894944
289;92.93790292380271
346;94.91735813321641
404;94.02643766684103
462;94.82274641237285
519;95.01373360084807
577;94.64239895118591
635;95.82520326088765
693;95.89759753302828
750;95.39318881355236
808;95.72435920125966
866;95.34791519730962
923;95.9134779502761
981;95.99123025285533
1039;96.6083531933013
1096;96.43155903254612
1154;96.71453704914958
1212;96.54443538172572
1270;96.83852251771636
1327;96.71160167740736
1385;96.6649821417394
1443;96.25882762673153
1500;96.60472791746093
1558;96.7142664549977
1616;96.95361016558223
1674;96.60348675380872
1731;96.82595084421116
1789;96.62358983049207
1847;97.09470062438228
1904;96.74869744639261
1962;96.61708649697336
2020;97.1922430263487
2078;97.14708771742768
2135;96.86720088749308
2193;96.68249358907288
2251;96.87522938667908
2308;97.17944273050284
2366;97.06771782859434
2424;96.10329215310996
2482;96.67412546263024
2539;96.93628155050956
2597;96.73716480941366
2655;96.92390761702804
2712;97.01618050043585
2770;96.65188727370538
2828;96.4804142696516
2885;96.88779817801021
2943;96.62969942784282
3001;96.75279807373587
3059;96.87268337112623
3116;96.60426443408402
3174;96.47657851797224
3232;96.73179523345864
3289;96.23377868190212
3347;96.10927263002672
3405;96.58545311596069
3463;96.56629337233299
3520;96.2638420336317
3578;96.14927958419406
3636;95.6809237868387
3693;95.8434217384512
3751;95.93021161624702
3809;96.10173033889626
3867;94.35887033302062
3924;95.29083403447893
3982;95.33597935116333
4040;94.47203734262627
4097;93.88077871594295
4155;94.16635927400233
4213;93.4294529375785
4271;92.67086227943832
4328;91.42972925970865
4386;89.29938880209907
4444;88.12424403360208
4501;87.87036755479706
4559;86.22148580872455
4617;83.93225127147629
4675;83.27099085594568
4732;74.43953967444085
4790;74.15300529197593
4848;67.46375327525107
4905;71.72607306922691
4963;62.25821544247221
5021;33.32844230141513
5078;44.9246491389717
5136;29.977355987680223
5194;21.62609718560069
5252;19.799659278249084
