21:20:51,193 INFO  [org.radargun.LaunchMaster] (main) Running in directory: /mnt/workspace/results/.
21:20:51,196 INFO  [org.radargun.LaunchMaster] (main) Configuration file is: /mnt/workspace/results/config.xml
21:20:51,199 ERROR [org.radargun.config.DomConfigParser] (main) loading: /mnt/workspace/results/config.xml
21:20:51,206 ERROR [org.radargun.config.DomConfigParser] (main) loaded: /mnt/workspace/results/config.xml
21:20:51,610 INFO  [org.radargun.RemoteSlaveConnection] (main) Attempting to start Master listening for connection on: results/127.0.0.1:2103
21:20:51,612 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting 5 seconds for server socket to open completely
21:20:56,618 INFO  [org.radargun.RemoteSlaveConnection] (main) Awaiting registration from 3 slaves.
21:20:56,644 INFO  [org.radargun.RemoteSlaveConnection] (main) Awaiting registration from 2 slaves.
21:20:56,651 INFO  [org.radargun.RemoteSlaveConnection] (main) Awaiting registration from 1 slaves.
21:20:56,654 INFO  [org.radargun.RemoteSlaveConnection] (main) Connection established from 3 slaves.
21:20:56,815 INFO  [org.radargun.Master] (main) Started benchmarking configuration 'Infinispan 9.2 - distributed'
21:20:56,816 INFO  [org.radargun.Master] (main) Starting scenario on Cluster[default=3]
21:20:56,959 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting for 3 reconnecting slaves
21:20:58,326 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting for 2 reconnecting slaves
21:20:58,399 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting for 1 reconnecting slaves
21:20:58,523 INFO  [org.radargun.Master] (main) Starting distributed stage ScenarioInit.
21:21:01,227 INFO  [org.radargun.stages.ScenarioInitStage] (main) Received responses from all 3 slaves. Durations [0 = 316 ms, 1 = 229 ms, 2 = 322 ms]
21:21:01,228 INFO  [org.radargun.Master] (main) Finished distributed stage ScenarioInit.
21:21:01,229 INFO  [org.radargun.Master] (main) Starting distributed stage BeforeServiceStart.
21:21:01,237 INFO  [org.radargun.stages.BeforeServiceStartStage] (main) Received responses from all 3 slaves. Durations [0 = 0 ns, 1 = 0 ns, 2 = 0 ns]
21:21:01,237 INFO  [org.radargun.Master] (main) Finished distributed stage BeforeServiceStart.
21:21:01,241 INFO  [org.radargun.Master] (main) Starting distributed stage ServiceStart.
21:21:10,126 INFO  [org.radargun.stages.lifecycle.ServiceStartStage] (main) Received responses from all 3 slaves. Durations [0 = 8.13 seconds, 1 = 8.37 seconds, 2 = 8.87 seconds]
21:21:10,133 INFO  [org.radargun.Master] (main) Finished distributed stage ServiceStart.
21:21:10,134 INFO  [org.radargun.Master] (main) Starting distributed stage AfterServiceStart.
21:21:10,143 INFO  [org.radargun.stages.AfterServiceStartStage] (main) Received responses from all 3 slaves. Durations [0 = 1 ms, 1 = 0 ns, 2 = 0 ns]
21:21:10,145 INFO  [org.radargun.Master] (main) Finished distributed stage AfterServiceStart.
21:21:10,146 INFO  [org.radargun.Master] (main) Starting distributed stage MonitorStart.
21:21:10,211 INFO  [org.radargun.sysmonitor.AbstractMonitors] (main) Gathering statistics every 1000 ms
21:21:10,225 INFO  [org.radargun.stages.monitor.MonitorStartStage] (main) Received responses from all 3 slaves. Durations [0 = 5 ms, 1 = 10 ms, 2 = 9 ms]
21:21:10,226 INFO  [org.radargun.Master] (main) Finished distributed stage MonitorStart.
21:21:10,243 INFO  [org.radargun.Master] (main) Starting distributed stage Load.
21:21:27,998 INFO  [org.radargun.stages.cache.test.LoadStage] (main) Received responses from all 3 slaves. Durations [0 = 17.74 seconds, 1 = 17.73 seconds, 2 = 17.34 seconds]
21:21:27,998 INFO  [org.radargun.Master] (main) Finished distributed stage Load.
21:21:28,008 WARN  [org.radargun.config.InitHelper] (main) Method public void org.radargun.stages.cache.test.BasicOperationsTestStage.init() overrides public void org.radargun.stages.test.TestStage.init() but both are declared with @Init annotation: calling only once
21:21:28,010 INFO  [org.radargun.Master] (main) Starting distributed stage BasicOperationsTest.
21:22:28,091 INFO  [org.radargun.stages.cache.test.BasicOperationsTestStage] (main) Received responses from all 3 slaves. Durations [0 = 60.03 seconds, 1 = 60.05 seconds, 2 = 60.02 seconds]
21:22:28,095 INFO  [org.radargun.stages.cache.test.BasicOperationsTestStage] (main) This test was executed as a warmup
21:22:28,097 INFO  [org.radargun.Master] (main) Finished distributed stage BasicOperationsTest.
21:22:28,098 INFO  [org.radargun.Master] (main) Starting distributed stage Clear.
21:22:28,402 INFO  [org.radargun.stages.cache.ClearStage] (main) Received responses from all 3 slaves. Durations [0 = 203 ms, 1 = 281 ms, 2 = 299 ms]
21:22:28,403 INFO  [org.radargun.Master] (main) Finished distributed stage Clear.
21:22:28,404 INFO  [org.radargun.Master] (main) Starting distributed stage Load.
21:22:39,752 INFO  [org.radargun.stages.cache.test.LoadStage] (main) Received responses from all 3 slaves. Durations [0 = 11.34 seconds, 1 = 11.25 seconds, 2 = 11.23 seconds]
21:22:39,753 INFO  [org.radargun.Master] (main) Finished distributed stage Load.
21:22:39,904 WARN  [org.radargun.config.InitHelper] (main) Method public void org.radargun.stages.cache.test.BasicOperationsTestStage.init() overrides public void org.radargun.stages.test.TestStage.init() but both are declared with @Init annotation: calling only once
21:22:39,905 INFO  [org.radargun.Master] (main) Starting distributed stage BasicOperationsTest.
