"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",8,30,344.734976,18.262353,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",8,30,608.249740,53.966828,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",8,15,725.650370,10.814734,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",8,15,48.164577,0.354331,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",8,15,2307.433196,9.466206,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",8,15,9372.201715,55.871255,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",8,30,714.109778,14.835903,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",8,15,254.872951,2.288349,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",8,15,64.937442,0.585830,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",8,15,692.130810,2.825871,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,13.303349,0.140737,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",8,15,998.743680,9.223488,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",8,15,4462.521906,259.477333,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",8,15,60.894779,0.027273,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",8,15,432.615683,1.910968,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",8,15,35.219032,6.178165,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",8,15,337.228045,2.695605,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",8,30,10893.691479,157.811180,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",8,15,146.860851,2.560191,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",8,30,554.182178,19.021318,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",8,30,1215.804950,11.141212,"ops/min"
