"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",4,30,263.447056,12.217819,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",4,30,475.108781,14.302993,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",4,15,553.641767,7.600075,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",4,15,46.694005,0.943196,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",4,15,1901.613137,119.658981,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",4,15,7044.586300,345.171016,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",4,30,492.611518,11.261216,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",4,15,203.861530,3.223645,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",4,15,60.603607,1.276873,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",4,15,453.824262,10.431521,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,11.295011,0.098130,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",4,15,907.221242,29.823018,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",4,15,3104.785783,49.798182,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",4,15,45.905606,1.006361,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",4,15,218.806908,1.898044,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",4,15,33.042705,4.479798,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",4,15,327.586140,7.183680,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",4,30,8687.519668,277.878910,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",4,15,118.180097,2.220938,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",4,30,423.674571,19.182033,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",4,30,1045.578442,33.822166,"ops/min"
