"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",8,30,319.583228,19.298212,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",8,30,565.486370,42.719312,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",8,15,724.080986,3.058230,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",8,15,47.913599,0.988871,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",8,15,2302.973253,7.185089,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",8,15,9417.376545,45.487403,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",8,30,726.962870,6.478540,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",8,15,259.342155,2.599414,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",8,15,62.916385,0.903797,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",8,15,690.303022,3.071935,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,12.990587,0.053531,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",8,15,990.328904,11.189686,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",8,15,4341.459491,236.590614,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",8,15,58.972237,0.023381,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",8,15,432.413436,1.707070,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",8,15,35.365335,8.545389,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",8,15,328.009678,11.046522,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",8,30,10894.532655,132.643589,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",8,15,145.185223,1.029098,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",8,30,560.215629,16.350949,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",8,30,1206.462401,10.042141,"ops/min"
