"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",8,30,252.607972,15.367492,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",8,30,691.568551,17.646421,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",8,15,707.698287,7.405099,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",8,15,45.688024,2.547233,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",8,15,2291.760049,7.352192,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",8,15,11138.356348,82.109709,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",8,30,689.177859,10.650146,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",8,15,251.787765,2.506828,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",8,15,65.448773,0.446610,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",8,15,681.276811,15.061879,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,13.326434,0.138311,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",8,15,989.466392,9.776604,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",8,15,4527.698503,139.300354,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",8,15,59.526898,0.270053,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",8,15,477.992734,1.805684,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",8,15,33.931700,0.346475,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",8,15,352.683567,5.555188,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",8,30,10186.608336,146.293963,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",8,15,144.607648,1.107959,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",8,30,530.721104,12.327483,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",8,30,1048.997179,9.216187,"ops/min"
