MemTotal:       32755048 kB
MemFree:         8529112 kB
MemAvailable:   31421324 kB
Buffers:          513824 kB
Cached:         22378752 kB
SwapCached:            0 kB
Active:         12829592 kB
Inactive:       10273480 kB
Active(anon):       1776 kB
Inactive(anon):   372404 kB
Active(file):   12827816 kB
Inactive(file):  9901076 kB
Unevictable:      154076 kB
Mlocked:            5492 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:              5204 kB
Writeback:            52 kB
AnonPages:        364588 kB
Mapped:           328944 kB
Shmem:            158740 kB
KReclaimable:     626432 kB
Slab:             814340 kB
SReclaimable:     626432 kB
SUnreclaim:       187908 kB
KernelStack:        8096 kB
PageTables:        15680 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:    16377524 kB
Committed_AS:    3245320 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       34104 kB
VmallocChunk:          0 kB
Percpu:            42528 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
CmaTotal:              0 kB
CmaFree:               0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      185336 kB
DirectMap2M:     8089600 kB
DirectMap1G:    26214400 kB
