13:26:05,397 INFO  [org.radargun.LaunchMaster] (main) Running in directory: /mnt/workspace/results/.
13:26:05,400 INFO  [org.radargun.LaunchMaster] (main) Configuration file is: /mnt/workspace/results/config.xml
13:26:05,402 ERROR [org.radargun.config.DomConfigParser] (main) loading: /mnt/workspace/results/config.xml
13:26:05,408 ERROR [org.radargun.config.DomConfigParser] (main) loaded: /mnt/workspace/results/config.xml
13:26:05,692 INFO  [org.radargun.RemoteSlaveConnection] (main) Attempting to start Master listening for connection on: results/127.0.0.1:2103
13:26:05,694 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting 5 seconds for server socket to open completely
13:26:10,698 INFO  [org.radargun.RemoteSlaveConnection] (main) Awaiting registration from 3 slaves.
13:26:10,711 INFO  [org.radargun.RemoteSlaveConnection] (main) Awaiting registration from 2 slaves.
13:26:10,713 INFO  [org.radargun.RemoteSlaveConnection] (main) Awaiting registration from 1 slaves.
13:26:10,719 INFO  [org.radargun.RemoteSlaveConnection] (main) Connection established from 3 slaves.
13:26:10,955 INFO  [org.radargun.Master] (main) Started benchmarking configuration 'Infinispan 9.2 - distributed'
13:26:10,956 INFO  [org.radargun.Master] (main) Starting scenario on Cluster[default=3]
13:26:11,051 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting for 3 reconnecting slaves
13:26:12,151 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting for 2 reconnecting slaves
13:26:12,194 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting for 1 reconnecting slaves
13:26:12,398 INFO  [org.radargun.Master] (main) Starting distributed stage ScenarioInit.
13:26:14,381 INFO  [org.radargun.stages.ScenarioInitStage] (main) Received responses from all 3 slaves. Durations [0 = 314 ms, 1 = 242 ms, 2 = 237 ms]
13:26:14,384 INFO  [org.radargun.Master] (main) Finished distributed stage ScenarioInit.
13:26:14,385 INFO  [org.radargun.Master] (main) Starting distributed stage BeforeServiceStart.
13:26:14,398 INFO  [org.radargun.stages.BeforeServiceStartStage] (main) Received responses from all 3 slaves. Durations [0 = 0 ns, 1 = 0 ns, 2 = 0 ns]
13:26:14,401 INFO  [org.radargun.Master] (main) Finished distributed stage BeforeServiceStart.
13:26:14,404 INFO  [org.radargun.Master] (main) Starting distributed stage ServiceStart.
13:26:22,538 INFO  [org.radargun.stages.lifecycle.ServiceStartStage] (main) Received responses from all 3 slaves. Durations [0 = 7.58 seconds, 1 = 7.72 seconds, 2 = 8.12 seconds]
13:26:22,541 INFO  [org.radargun.Master] (main) Finished distributed stage ServiceStart.
13:26:22,542 INFO  [org.radargun.Master] (main) Starting distributed stage AfterServiceStart.
13:26:22,549 INFO  [org.radargun.stages.AfterServiceStartStage] (main) Received responses from all 3 slaves. Durations [0 = 0 ns, 1 = 0 ns, 2 = 0 ns]
13:26:22,551 INFO  [org.radargun.Master] (main) Finished distributed stage AfterServiceStart.
13:26:22,552 INFO  [org.radargun.Master] (main) Starting distributed stage MonitorStart.
13:26:22,604 INFO  [org.radargun.sysmonitor.AbstractMonitors] (main) Gathering statistics every 1000 ms
13:26:22,619 INFO  [org.radargun.stages.monitor.MonitorStartStage] (main) Received responses from all 3 slaves. Durations [0 = 6 ms, 1 = 6 ms, 2 = 8 ms]
13:26:22,622 INFO  [org.radargun.Master] (main) Finished distributed stage MonitorStart.
13:26:22,644 INFO  [org.radargun.Master] (main) Starting distributed stage Load.
13:26:31,834 INFO  [org.radargun.stages.cache.test.LoadStage] (main) Received responses from all 3 slaves. Durations [0 = 9.18 seconds, 1 = 9.06 seconds, 2 = 9.17 seconds]
13:26:31,835 INFO  [org.radargun.Master] (main) Finished distributed stage Load.
