"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",6,30,279.601622,26.204551,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",6,30,490.147543,30.342448,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",6,15,492.557447,33.300075,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",6,15,37.731824,3.783209,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",6,15,1757.284153,339.350982,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",6,15,7433.502464,1504.453031,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",6,30,594.460961,8.837174,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",6,15,209.985138,23.136087,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",6,15,64.451933,0.952269,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",6,15,446.012988,76.310433,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,12.218501,0.517200,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",6,15,765.644944,159.523778,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",6,15,3200.824978,242.947757,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",6,15,55.864054,2.879977,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",6,15,307.693447,13.746224,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",6,15,35.333871,4.147603,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",6,15,249.435820,33.583521,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",6,30,7377.655246,390.663069,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",6,15,97.978309,5.451712,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",6,30,385.565538,26.934984,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",6,30,847.119886,45.652846,"ops/min"
