Probes jOPS / Total jOPS
===================================
Domain Marker;critical-jOPS;2483.0
Domain Marker;max-jOPS;7486.0
Domain Marker;Last Success for SLAs;4991.0
Range Marker;Soft Limit;5.0
Range Marker;Hard Limit;3.0
jOPS;Percent of probes jOPS
0;NaN
80;90.87017955793452
161;93.04429410616538
241;93.21638668192246
322;93.91139815416167
402;93.96134426084991
483;94.79161334687171
563;94.90586373272538
644;95.20990810253306
724;95.45317414327201
805;95.41297664535026
885;95.33706599825031
966;95.86557808802614
1046;95.56350471276144
1127;96.11680850525676
1207;96.13140906765823
1288;96.39498996650318
1368;96.2346653679845
1449;96.43803902612163
1529;96.100506012306
1610;96.03225680978075
1690;96.43188927637335
1771;96.56492616996503
1851;95.5622424267197
1932;96.09734545357045
2012;96.52704474598018
2093;96.86059725486204
2173;96.8879442131154
2254;96.84404166729449
2334;96.86716017678417
2415;96.79641994198883
2495;96.69645129863515
2576;96.58724271155616
2656;97.06312085646609
2737;97.11119456784593
2817;96.53853397052913
2898;97.07992952980891
2978;97.02019327813342
3059;96.7795037590462
3139;96.98162913355226
3220;97.08485156444543
3300;96.68495176371668
3381;96.33241610916141
3461;97.33781362003504
3542;97.02493467219438
3622;96.90501907194185
3703;96.7865082759508
3783;97.33113690099111
3864;97.0150470961087
3944;97.26264736656323
4025;96.93756042290953
4105;96.978199822187
4186;97.2611286990597
4266;97.35974891489043
4347;96.74241653690281
4427;97.32394394912518
4508;97.41427782145865
4588;96.91415527495641
4669;97.21908494926618
4749;96.8048407034978
4830;97.2693850492511
4910;96.94357090017532
4991;97.19761399976456
5071;97.38096467618658
5152;97.03144730299603
5232;97.19340004918328
5313;96.8320852172844
5393;96.67967803587997
5474;96.72081376191557
5554;96.1071203975736
5635;96.67106271843555
5715;96.28323993032448
5796;96.37290864041934
5876;94.90152308678626
5957;95.67509535186245
6037;94.7079426897075
6118;94.80882866706065
6198;93.53496161171704
6279;93.0546118391449
6359;91.34580389079771
6440;91.04601766297986
6520;90.39568033354787
6601;88.20082758239005
6681;87.83018912539737
6762;84.8751883279834
6842;82.82048338326861
6923;80.7190689487526
7003;80.01360357673802
7084;78.89099594166892
7164;76.28127082640096
7245;73.22165101827964
7325;61.154693264445754
7406;50.17310406197921
7486;46.54698516940011
7567;27.763810461895222
7647;16.669798247815734
7728;22.677635628191144
7808;12.291181379648293
