"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",8,30,302.567265,15.937847,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",8,30,757.997733,22.056934,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",8,15,697.493571,4.498618,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",8,15,48.469929,0.830554,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",8,15,2343.198742,105.054887,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",8,15,13285.161854,164.598606,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",8,30,768.683499,6.333924,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",8,15,258.147085,2.403498,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",8,15,62.800897,0.838404,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",8,15,639.929492,6.957104,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,12.346984,0.243003,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",8,15,903.108956,25.013090,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",8,15,4650.511879,11.309200,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",8,15,59.083674,0.150688,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",8,15,473.337299,0.384860,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",8,15,33.921281,0.292299,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",8,15,288.303184,20.618891,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",8,30,11022.677365,120.379619,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",8,15,148.806750,2.592901,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",8,30,488.371760,13.282909,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",8,30,1103.335224,9.965365,"ops/min"
