"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",8,30,252.980665,11.918724,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",8,30,684.230221,14.928884,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",8,15,699.375482,7.327584,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",8,15,47.816623,0.723636,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",8,15,2296.157815,16.725470,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",8,15,12532.087783,250.935732,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",8,30,693.609177,14.129653,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",8,15,257.867314,2.367262,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",8,15,61.518532,0.943325,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",8,15,628.772841,8.104568,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,12.786550,0.286020,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",8,15,863.560515,57.578804,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",8,15,4409.477039,95.054290,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",8,15,51.882604,0.398877,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",8,15,471.103182,1.569194,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",8,15,32.824784,0.282616,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",8,15,289.955151,21.154211,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",8,30,10745.975987,164.631639,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",8,15,147.032242,2.089841,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",8,30,500.509234,11.782165,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",8,30,1039.490831,11.563401,"ops/min"
