"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",8,30,253.062611,17.452331,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",8,30,698.250914,21.199501,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",8,15,703.384467,6.252220,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",8,15,46.566315,1.662436,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",8,15,2238.395710,42.476966,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",8,15,11332.244330,81.191617,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",8,30,670.765184,5.862259,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",8,15,253.429510,2.798606,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",8,15,64.248332,0.428075,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",8,15,682.698086,11.310557,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,13.242273,0.355707,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",8,15,985.281483,9.884563,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",8,15,4617.048778,22.569773,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",8,15,59.436563,0.206534,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",8,15,478.502167,0.952504,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",8,15,33.854567,0.255012,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",8,15,342.423595,20.368451,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",8,30,10465.067161,213.787880,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",8,15,144.194559,2.820878,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",8,30,528.149755,14.196159,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",8,30,1056.220664,8.163547,"ops/min"
