MemTotal:        8117664 kB
MemFree:         7096232 kB
MemAvailable:    7247320 kB
Buffers:           32692 kB
Cached:           338788 kB
SwapCached:            0 kB
Active:           718396 kB
Inactive:          76484 kB
Active(anon):     431128 kB
Inactive(anon):    10024 kB
Active(file):     287268 kB
Inactive(file):    66460 kB
Unevictable:        5596 kB
Mlocked:            5596 kB
SwapTotal:       8117244 kB
SwapFree:        8117244 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:               680 kB
Writeback:             0 kB
AnonPages:        428916 kB
Mapped:           211240 kB
Shmem:             12692 kB
KReclaimable:      36028 kB
Slab:              96128 kB
SReclaimable:      36028 kB
SUnreclaim:        60100 kB
KernelStack:        7000 kB
PageTables:        13704 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:    12176076 kB
Committed_AS:    3022140 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       54580 kB
VmallocChunk:          0 kB
Percpu:             2512 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
CmaTotal:              0 kB
CmaFree:               0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      112492 kB
DirectMap2M:     5130240 kB
DirectMap1G:     5242880 kB
