03:07:27,469 INFO  [org.radargun.LaunchMaster] (main) Running in directory: /mnt/workspace/results/.
03:07:27,487 INFO  [org.radargun.LaunchMaster] (main) Configuration file is: /mnt/workspace/results/config.xml
03:07:27,490 ERROR [org.radargun.config.DomConfigParser] (main) loading: /mnt/workspace/results/config.xml
03:07:27,498 ERROR [org.radargun.config.DomConfigParser] (main) loaded: /mnt/workspace/results/config.xml
03:07:27,956 INFO  [org.radargun.RemoteSlaveConnection] (main) Attempting to start Master listening for connection on: results/127.0.0.1:2103
03:07:27,958 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting 5 seconds for server socket to open completely
03:07:32,967 INFO  [org.radargun.RemoteSlaveConnection] (main) Awaiting registration from 3 slaves.
03:07:33,003 INFO  [org.radargun.RemoteSlaveConnection] (main) Awaiting registration from 2 slaves.
03:07:33,009 INFO  [org.radargun.RemoteSlaveConnection] (main) Awaiting registration from 1 slaves.
03:07:33,020 INFO  [org.radargun.RemoteSlaveConnection] (main) Connection established from 3 slaves.
03:07:33,158 INFO  [org.radargun.Master] (main) Started benchmarking configuration 'Infinispan 9.2 - distributed'
03:07:33,159 INFO  [org.radargun.Master] (main) Starting scenario on Cluster[default=3]
03:07:33,353 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting for 3 reconnecting slaves
03:07:35,279 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting for 2 reconnecting slaves
03:07:35,422 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting for 1 reconnecting slaves
03:07:35,512 INFO  [org.radargun.Master] (main) Starting distributed stage ScenarioInit.
03:07:38,736 INFO  [org.radargun.stages.ScenarioInitStage] (main) Received responses from all 3 slaves. Durations [0 = 122 ms, 1 = 143 ms, 2 = 53 ms]
03:07:38,737 INFO  [org.radargun.Master] (main) Finished distributed stage ScenarioInit.
03:07:38,739 INFO  [org.radargun.Master] (main) Starting distributed stage BeforeServiceStart.
03:07:38,747 INFO  [org.radargun.stages.BeforeServiceStartStage] (main) Received responses from all 3 slaves. Durations [0 = 0 ns, 1 = 0 ns, 2 = 0 ns]
03:07:38,748 INFO  [org.radargun.Master] (main) Finished distributed stage BeforeServiceStart.
03:07:38,758 INFO  [org.radargun.Master] (main) Starting distributed stage ServiceStart.
03:07:52,861 INFO  [org.radargun.stages.lifecycle.ServiceStartStage] (main) Received responses from all 3 slaves. Durations [0 = 13.06 seconds, 1 = 13.5 seconds, 2 = 14.09 seconds]
03:07:52,868 INFO  [org.radargun.Master] (main) Finished distributed stage ServiceStart.
03:07:52,871 INFO  [org.radargun.Master] (main) Starting distributed stage AfterServiceStart.
03:07:52,884 INFO  [org.radargun.stages.AfterServiceStartStage] (main) Received responses from all 3 slaves. Durations [0 = 0 ns, 1 = 0 ns, 2 = 0 ns]
03:07:52,886 INFO  [org.radargun.Master] (main) Finished distributed stage AfterServiceStart.
03:07:52,887 INFO  [org.radargun.Master] (main) Starting distributed stage MonitorStart.
03:07:52,965 INFO  [org.radargun.sysmonitor.AbstractMonitors] (main) Gathering statistics every 1000 ms
03:07:52,985 INFO  [org.radargun.stages.monitor.MonitorStartStage] (main) Received responses from all 3 slaves. Durations [0 = 7 ms, 1 = 13 ms, 2 = 8 ms]
03:07:52,985 INFO  [org.radargun.Master] (main) Finished distributed stage MonitorStart.
03:07:53,006 INFO  [org.radargun.Master] (main) Starting distributed stage Load.
03:08:13,253 INFO  [org.radargun.stages.cache.test.LoadStage] (main) Received responses from all 3 slaves. Durations [0 = 20 seconds, 1 = 20.23 seconds, 2 = 19.95 seconds]
03:08:13,253 INFO  [org.radargun.Master] (main) Finished distributed stage Load.
03:08:13,266 WARN  [org.radargun.config.InitHelper] (main) Method public void org.radargun.stages.cache.test.BasicOperationsTestStage.init() overrides public void org.radargun.stages.test.TestStage.init() but both are declared with @Init annotation: calling only once
03:08:13,270 INFO  [org.radargun.Master] (main) Starting distributed stage BasicOperationsTest.
03:09:13,364 INFO  [org.radargun.stages.cache.test.BasicOperationsTestStage] (main) Received responses from all 3 slaves. Durations [0 = 60.02 seconds, 1 = 60.05 seconds, 2 = 60.06 seconds]
03:09:13,365 INFO  [org.radargun.stages.cache.test.BasicOperationsTestStage] (main) This test was executed as a warmup
03:09:13,366 INFO  [org.radargun.Master] (main) Finished distributed stage BasicOperationsTest.
03:09:13,368 INFO  [org.radargun.Master] (main) Starting distributed stage Clear.
03:09:13,581 INFO  [org.radargun.stages.cache.ClearStage] (main) Received responses from all 3 slaves. Durations [0 = 153 ms, 1 = 109 ms, 2 = 210 ms]
03:09:13,582 INFO  [org.radargun.Master] (main) Finished distributed stage Clear.
03:09:13,583 INFO  [org.radargun.Master] (main) Starting distributed stage Load.
03:09:24,428 INFO  [org.radargun.stages.cache.test.LoadStage] (main) Received responses from all 3 slaves. Durations [0 = 10.83 seconds, 1 = 10.77 seconds, 2 = 10.84 seconds]
03:09:24,429 INFO  [org.radargun.Master] (main) Finished distributed stage Load.
03:09:24,501 WARN  [org.radargun.config.InitHelper] (main) Method public void org.radargun.stages.cache.test.BasicOperationsTestStage.init() overrides public void org.radargun.stages.test.TestStage.init() but both are declared with @Init annotation: calling only once
03:09:24,502 INFO  [org.radargun.Master] (main) Starting distributed stage BasicOperationsTest.
03:19:25,893 INFO  [org.radargun.stages.cache.test.BasicOperationsTestStage] (main) Received responses from all 3 slaves. Durations [0 = 10.02 minutes, 1 = 10.02 minutes, 2 = 10.02 minutes]
03:19:25,970 INFO  [org.radargun.Master] (main) Finished distributed stage BasicOperationsTest.
03:19:25,971 INFO  [org.radargun.Master] (main) Starting distributed stage MonitorStop.
03:19:26,123 INFO  [org.radargun.Master] (main) Finished distributed stage MonitorStop.
03:19:26,125 INFO  [org.radargun.Master] (main) Starting distributed stage ScenarioDestroy.
03:19:26,530 INFO  [org.radargun.Master] (main) Finished distributed stage ScenarioDestroy.
03:19:26,531 INFO  [org.radargun.Master] (main) Starting distributed stage ScenarioCleanup.
03:19:31,739 INFO  [org.radargun.stages.ScenarioCleanupStage] (main) Node 0 has changed available memory from 1358 MB to 1348 MB and has 1 unfinished threads
