"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",8,30,259.544620,11.767745,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",8,30,685.154415,21.293217,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",8,15,704.695743,4.777590,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",8,15,44.205281,2.489661,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",8,15,2295.648702,10.427255,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",8,15,11055.331051,126.527756,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",8,30,673.907161,20.853428,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",8,15,252.202439,2.862826,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",8,15,65.502038,0.388663,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",8,15,678.143777,8.101012,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,13.341452,0.125405,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",8,15,984.706181,11.009470,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",8,15,4437.685145,140.218371,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",8,15,59.571296,0.172028,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",8,15,478.559719,0.220668,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",8,15,33.914643,0.350097,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",8,15,348.480890,8.625425,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",8,30,10202.519509,90.698147,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",8,15,144.539403,3.089308,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",8,30,530.007791,11.282327,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",8,30,1066.332056,9.286605,"ops/min"
