"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",8,30,290.173129,14.587224,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",8,30,760.085188,19.235389,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",8,15,696.900924,13.647224,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",8,15,48.481257,0.785346,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",8,15,2410.846363,11.371964,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",8,15,13311.882967,191.433442,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",8,30,766.166416,5.401427,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",8,15,256.838559,2.574202,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",8,15,62.415348,0.353370,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",8,15,634.877136,8.802599,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,12.345522,0.236329,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",8,15,893.154623,13.590697,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",8,15,4581.605541,97.912320,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",8,15,59.444186,0.178106,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",8,15,472.580681,0.672124,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",8,15,33.976091,0.248218,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",8,15,297.873621,19.731350,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",8,30,11147.637478,119.373252,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",8,15,148.217544,1.403029,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",8,30,490.859785,17.063669,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",8,30,1092.032264,10.249005,"ops/min"
