MemTotal:       32755048 kB
MemFree:         5249268 kB
MemAvailable:   31210944 kB
Buffers:          998988 kB
Cached:         24776960 kB
SwapCached:            0 kB
Active:         11678000 kB
Inactive:       14470488 kB
Active(anon):       1904 kB
Inactive(anon):   568696 kB
Active(file):   11676096 kB
Inactive(file): 13901792 kB
Unevictable:      187076 kB
Mlocked:            5540 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:              9480 kB
Writeback:             0 kB
AnonPages:        559440 kB
Mapped:           310364 kB
Shmem:            193076 kB
KReclaimable:     846900 kB
Slab:            1052872 kB
SReclaimable:     846900 kB
SUnreclaim:       205972 kB
KernelStack:        8512 kB
PageTables:        18896 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:    16377524 kB
Committed_AS:    3783540 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       27912 kB
VmallocChunk:          0 kB
Percpu:            12256 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
CmaTotal:              0 kB
CmaFree:               0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      322552 kB
DirectMap2M:    17389568 kB
DirectMap1G:    16777216 kB
