Probes jOPS / Total jOPS
===================================
Domain Marker;critical-jOPS;1425.0
Domain Marker;max-jOPS;5447.0
Domain Marker;Last Success for SLAs;3093.0
Range Marker;Soft Limit;5.0
Range Marker;Hard Limit;3.0
jOPS;Percent of probes jOPS
0;NaN
67;88.85651557035192
134;91.41569258846435
202;92.75753039862475
269;94.15224598473951
336;93.38256262174933
403;94.84460236885147
471;95.20010516483492
538;95.41304143188553
605;95.9870839141669
672;95.86432518282734
740;96.00557113091858
807;95.85284505139907
874;96.17166749162314
941;96.4258569693506
1009;96.4511130032951
1076;96.38329953831754
1143;96.56611665948374
1210;96.12385421474391
1278;96.39404951174052
1345;96.76898141426699
1412;96.46609687238535
1479;96.61932310836451
1547;96.82434506642745
1614;96.41272544898762
1681;96.9896039893562
1748;97.19807001213312
1816;97.02134629007521
1883;97.09878057380377
1950;96.88893198732772
2017;97.15055310613036
2085;97.17760402953066
2152;97.10722848177528
2219;96.9595707742641
2286;97.48720405430917
2354;97.18587946017944
2421;97.41464720455507
2488;96.9971297390399
2555;97.17031922759513
2623;97.59071379339903
2690;97.59095407914599
2757;96.76550834144219
2824;97.1006777049439
2892;97.50340130792726
2959;97.21018992405824
3026;97.49329617848107
3093;97.43714830461475
3161;97.32020562419514
3228;97.08777032802915
3295;97.08982555981893
3362;97.71406966451532
3430;97.2821817891868
3497;97.25718502770219
3564;96.98289135373318
3631;96.96479268803135
3699;97.2383386903562
3766;97.52640192240791
3833;97.11608212503508
3900;97.46631392342087
3968;97.33336340382317
4035;96.87512610244819
4102;97.11904932904139
4169;96.70827934557335
4237;96.15293819618847
4304;97.01290327083179
4371;95.58540667221732
4438;94.31744356529974
4506;94.88647656820386
4573;94.24880921122559
4640;92.80871510466906
4707;92.11228112725048
4775;91.60068922481894
4842;90.22129335182633
4909;87.85856617025884
4976;86.59776195844395
5044;85.84054384704915
5111;82.81860880349655
5178;76.69624134403861
5245;77.019132314196
5313;77.13344443165998
5380;67.16725681286121
5447;50.71530654940916
5514;61.769377785090555
5582;35.94798072531387
5649;26.42917514308231
5716;35.94886342584241
