23:55:05,641 INFO  [org.radargun.LaunchMaster] (main) Running in directory: /mnt/workspace/results/.
23:55:05,652 INFO  [org.radargun.LaunchMaster] (main) Configuration file is: /mnt/workspace/results/config.xml
23:55:05,654 ERROR [org.radargun.config.DomConfigParser] (main) loading: /mnt/workspace/results/config.xml
23:55:05,660 ERROR [org.radargun.config.DomConfigParser] (main) loaded: /mnt/workspace/results/config.xml
23:55:05,943 INFO  [org.radargun.RemoteSlaveConnection] (main) Attempting to start Master listening for connection on: results/127.0.0.1:2103
23:55:05,945 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting 5 seconds for server socket to open completely
23:55:10,950 INFO  [org.radargun.RemoteSlaveConnection] (main) Awaiting registration from 3 slaves.
23:55:10,965 INFO  [org.radargun.RemoteSlaveConnection] (main) Awaiting registration from 2 slaves.
23:55:10,967 INFO  [org.radargun.RemoteSlaveConnection] (main) Awaiting registration from 1 slaves.
23:55:10,969 INFO  [org.radargun.RemoteSlaveConnection] (main) Connection established from 3 slaves.
23:55:11,178 INFO  [org.radargun.Master] (main) Started benchmarking configuration 'Infinispan 9.2 - distributed'
23:55:11,178 INFO  [org.radargun.Master] (main) Starting scenario on Cluster[default=3]
23:55:11,309 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting for 3 reconnecting slaves
23:55:12,287 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting for 2 reconnecting slaves
23:55:12,554 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting for 1 reconnecting slaves
23:55:12,628 INFO  [org.radargun.Master] (main) Starting distributed stage ScenarioInit.
23:55:14,695 INFO  [org.radargun.stages.ScenarioInitStage] (main) Received responses from all 3 slaves. Durations [0 = 17 ms, 1 = 18 ms, 2 = 18 ms]
23:55:14,695 INFO  [org.radargun.Master] (main) Finished distributed stage ScenarioInit.
23:55:14,696 INFO  [org.radargun.Master] (main) Starting distributed stage BeforeServiceStart.
23:55:14,709 INFO  [org.radargun.stages.BeforeServiceStartStage] (main) Received responses from all 3 slaves. Durations [0 = 0 ns, 1 = 0 ns, 2 = 0 ns]
23:55:14,710 INFO  [org.radargun.Master] (main) Finished distributed stage BeforeServiceStart.
23:55:14,713 INFO  [org.radargun.Master] (main) Starting distributed stage ServiceStart.
23:55:22,521 INFO  [org.radargun.stages.lifecycle.ServiceStartStage] (main) Received responses from all 3 slaves. Durations [0 = 7.36 seconds, 1 = 7.44 seconds, 2 = 7.79 seconds]
