"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",6,30,301.681994,18.261393,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",6,30,590.015040,24.690122,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",6,15,649.439814,3.449635,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",6,15,50.106298,2.380728,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",6,15,2150.716693,22.763439,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",6,15,8435.351434,84.547174,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",6,30,593.646050,22.297607,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",6,15,231.199540,8.539384,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",6,15,63.053163,2.068264,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",6,15,574.046989,9.684500,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,12.182413,0.145470,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",6,15,988.977636,18.087106,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",6,15,3838.138199,80.432421,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",6,15,58.563518,0.306270,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",6,15,327.077692,3.203896,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",6,15,34.329733,5.497299,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",6,15,346.199680,8.986578,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",6,30,9852.061967,185.434232,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",6,15,133.915267,3.594744,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",6,30,508.145850,21.290574,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",6,30,1134.804176,19.822925,"ops/min"
