MemTotal:       32755048 kB
MemFree:        14178196 kB
MemAvailable:   31299496 kB
Buffers:          793912 kB
Cached:         16469036 kB
SwapCached:            0 kB
Active:         10446256 kB
Inactive:        7126284 kB
Active(anon):       1796 kB
Inactive(anon):   471512 kB
Active(file):   10444460 kB
Inactive(file):  6654772 kB
Unevictable:      154084 kB
Mlocked:            5500 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:              4004 kB
Writeback:             0 kB
AnonPages:        463860 kB
Mapped:           282264 kB
Shmem:            158760 kB
KReclaimable:     485180 kB
Slab:             699740 kB
SReclaimable:     485180 kB
SUnreclaim:       214560 kB
KernelStack:        8096 kB
PageTables:        16108 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:    16377524 kB
Committed_AS:    3305008 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       35224 kB
VmallocChunk:          0 kB
Percpu:            45056 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
CmaTotal:              0 kB
CmaFree:               0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      185336 kB
DirectMap2M:     8089600 kB
DirectMap1G:    26214400 kB
