Delay between performance status pings above threshold
===================================
Domain Marker;Start RT curve;1019781.0
Domain Marker;max-jOPS;6652381.0
Range Marker;Limit;5000.0
Range Marker;Hard Limit;60000.0
Time, msec;Group1.TxInjector.CompositeTxInjector;Group1.Backend.CompositeBackend
3485.0;1001.6983719999998;1001.7144330000001
87374.0;5612.256874999992;5614.882601999998
385095.0;10595.32968200004;10596.957877999987
713985.0;10043.76383099996;10044.957198999939
7339917.0;11563.768859999254;11565.077885000035
7385731.0;;1001.0098739992827
7385732.0;0.8995449999347329;
