Probes jOPS / Total jOPS
===================================
Domain Marker;critical-jOPS;1737.0
Domain Marker;max-jOPS;7616.0
Domain Marker;Last Success for SLAs;3952.0
Range Marker;Soft Limit;5.0
Range Marker;Hard Limit;3.0
jOPS;Percent of probes jOPS
0;NaN
96;90.5522831475992
193;92.79548221487147
289;92.88521276438766
386;93.6213207533083
482;94.20117112621553
578;94.56546772048193
675;92.94405300031767
771;95.08779837082646
868;95.67898737417568
964;95.3564731582971
1060;95.64609254158641
1157;94.04427237886082
1253;96.49146283800947
1350;96.19380352418695
1446;94.18748190340283
1542;96.94480889990764
1639;94.81913317847247
1735;94.48461340860828
1832;96.93999066591792
1928;94.7062439527928
2024;95.14980112134637
2121;96.61777368313449
2217;94.62893805768917
2314;94.56495590297556
2410;94.9399664073021
2506;97.2614247961289
2603;97.06655610238839
2699;95.27221593234047
2796;95.50255122083178
2892;95.21226484605168
2988;95.516310222343
3085;95.13815630234858
3181;95.21398990422112
3278;95.49986945269607
3374;95.44785469083146
3470;93.33053384238315
3567;95.2367509963954
3663;95.07973611085963
3760;94.82797719412191
3856;95.73341028750352
3952;95.44477251831229
4049;92.42520880457683
4145;95.82456253094138
4242;93.14408077510694
4338;94.74168742491682
4434;93.68072549456086
4531;95.19131370293194
4627;91.6741602097961
4724;95.04545533217963
4820;92.11206416405389
4916;89.8799927399054
5013;94.89369065583122
5109;94.88049136722104
5206;91.89659113643603
5302;90.67669442734629
5398;91.99005776455256
5495;94.92056510420973
5591;94.33336318051857
5688;94.10493925420829
5784;93.64450112459096
5880;90.01599372917036
5977;86.61662711201915
6073;89.40068459917912
6170;88.57731445807785
6266;86.60678602852629
6362;87.93022342493036
6459;85.67542876656834
6555;82.33526789833404
6652;78.73470618607068
6748;76.70755156805443
6844;77.30869458892695
6941;75.29850533110239
7037;66.34061865152677
7134;58.80963701256654
7230;63.277379391217735
7326;53.64968529168505
7423;47.75197824560245
7519;44.11979053881135
7616;17.342616709014568
7712;2.2758093470284533
7808;1.074104969326931
7905;0.9564946720989349
8001;0.4971121666086684
