MemTotal:       32755048 kB
MemFree:         5520604 kB
MemAvailable:   20087320 kB
Buffers:          561996 kB
Cached:         17079344 kB
SwapCached:            0 kB
Active:          9662072 kB
Inactive:       16826640 kB
Active(anon):    5694896 kB
Inactive(anon):  6153848 kB
Active(file):    3967176 kB
Inactive(file): 10672792 kB
Unevictable:       42468 kB
Mlocked:            5504 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:             10636 kB
Writeback:             0 kB
AnonPages:       8889676 kB
Mapped:           251952 kB
Shmem:           2996692 kB
KReclaimable:     389860 kB
Slab:             539456 kB
SReclaimable:     389860 kB
SUnreclaim:       149596 kB
KernelStack:        7340 kB
PageTables:        30784 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:    16377524 kB
Committed_AS:   14250088 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       35804 kB
VmallocChunk:          0 kB
Percpu:            11424 kB
HardwareCorrupted:     0 kB
AnonHugePages:   8370176 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
CmaTotal:              0 kB
CmaFree:               0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      222200 kB
DirectMap2M:     5955584 kB
DirectMap1G:    28311552 kB
