Delay between performance status pings above threshold
===================================
Domain Marker;Start RT curve;1151652.0
Domain Marker;max-jOPS;7293712.0
Range Marker;Limit;5000.0
Range Marker;Hard Limit;60000.0
Time, msec;Group1.TxInjector.CompositeTxInjector;Group1.Backend.CompositeBackend
3588.0;1004.5234009999995;1004.4852270000001
87183.0;5313.301156000001;5316.523991999988
381454.0;10480.57925999997;10482.917671000003
703809.0;11481.993129000068;11484.221556999953
7969806.0;11449.633344000205;11451.316990000196
8015753.0;;1001.583862000145
8015755.0;1.6929629994556308;
