"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",8,30,256.340803,14.738164,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",8,30,693.303701,19.253893,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",8,15,708.708562,3.478544,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",8,15,45.371482,1.505913,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",8,15,2230.814782,42.234251,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",8,15,11227.400110,92.326693,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",8,15,252.871596,2.877388,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",8,10,62.680465,1.056720,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",8,15,677.990483,10.763484,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,12.980989,0.103996,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",8,15,994.198387,16.700702,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",8,15,4602.410983,12.379550,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",8,15,57.458075,0.138050,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",8,15,479.457347,0.223060,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",8,15,33.063326,0.188007,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",8,15,317.996869,1.286552,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",8,30,9934.120726,404.877208,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",8,15,144.868999,1.971200,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",8,30,517.944857,16.365174,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",8,30,1014.605542,6.552150,"ops/min"
