"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",6,30,270.496711,6.523463,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",6,30,631.275332,14.403912,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",6,15,613.594477,4.952970,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",6,15,50.143005,3.807926,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",6,15,2299.769505,27.542889,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",6,15,11881.422396,99.551868,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",6,30,619.603123,10.532690,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",6,15,237.013574,4.382896,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",6,15,60.455635,1.540921,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",6,15,523.594723,10.040641,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,11.833692,0.324185,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",6,15,836.668489,19.118383,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",6,15,3921.394375,8.324641,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",6,15,56.202577,0.636570,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",6,15,356.813657,0.294553,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",6,15,33.084216,1.715482,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",6,15,292.699384,15.944510,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",6,30,9973.130153,147.763887,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",6,15,134.713808,3.064299,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",6,30,432.499370,18.253851,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",6,30,1059.662553,8.944408,"ops/min"
