"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",6,30,297.932965,20.273379,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",6,30,558.808164,23.431706,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",6,15,650.227527,4.871257,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",6,15,49.368841,2.750482,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",6,15,2171.618679,15.944781,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",6,15,8422.187628,53.907487,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",6,30,593.136020,24.120558,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",6,15,234.515256,7.195972,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",6,15,63.945449,2.896873,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",6,15,582.540129,6.983112,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,12.265115,0.157076,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",6,15,970.235657,49.588041,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",6,15,3886.024891,53.334384,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",6,15,58.564842,0.994837,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",6,15,327.973368,3.384759,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",6,15,35.410278,3.653219,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",6,15,352.941894,19.416003,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",6,30,9951.896346,149.934028,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",6,15,130.402035,2.893520,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",6,30,508.980969,16.597469,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",6,30,1152.664781,10.931415,"ops/min"
