"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",8,30,285.651809,16.205554,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",8,30,744.082716,20.555293,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",8,15,700.832644,6.830866,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",8,15,48.639645,1.076925,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",8,15,2335.630984,15.798057,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",8,15,13226.094318,170.368992,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",8,30,737.525194,8.132144,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",8,15,259.753310,3.226890,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",8,15,63.244157,0.799794,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",8,15,637.182038,6.936517,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,12.835180,0.107550,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",8,15,899.034888,28.887692,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",8,15,4202.490358,68.311446,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",8,15,57.330999,0.166719,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",8,15,472.789262,0.321063,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",8,15,32.803957,0.409418,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",8,15,282.739831,9.177008,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",8,30,11209.233030,117.426744,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",8,15,148.261506,2.052750,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",8,30,483.889419,15.476829,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",8,30,1088.529261,8.628979,"ops/min"
