"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",6,30,268.796859,8.605732,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",6,30,641.613790,31.085063,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",6,15,570.384826,54.381178,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",6,15,49.405065,2.224820,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",6,15,2302.831882,22.250355,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",6,15,11784.303270,220.487380,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",6,30,626.345667,7.826712,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",6,15,237.531284,6.707518,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",6,15,62.676940,2.673882,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",6,15,517.820371,12.166399,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,11.903831,0.172171,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",6,15,834.823004,20.587531,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",6,15,3889.487538,49.465070,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",6,15,56.016786,0.473035,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",6,15,356.932381,0.290770,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",6,15,32.859503,1.417382,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",6,15,294.992008,15.184182,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",6,30,9983.332757,137.310561,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",6,15,133.962054,2.916841,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",6,30,447.141414,16.183519,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",6,30,1048.178022,10.435606,"ops/min"
