23:02:22,867 INFO  [org.radargun.LaunchMaster] (main) Running in directory: /mnt/workspace/results/.
23:02:22,878 INFO  [org.radargun.LaunchMaster] (main) Configuration file is: /mnt/workspace/results/config.xml
23:02:22,880 ERROR [org.radargun.config.DomConfigParser] (main) loading: /mnt/workspace/results/config.xml
23:02:22,885 ERROR [org.radargun.config.DomConfigParser] (main) loaded: /mnt/workspace/results/config.xml
23:02:23,218 INFO  [org.radargun.RemoteSlaveConnection] (main) Attempting to start Master listening for connection on: results/127.0.0.1:2103
23:02:23,221 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting 5 seconds for server socket to open completely
23:02:28,226 INFO  [org.radargun.RemoteSlaveConnection] (main) Awaiting registration from 3 slaves.
23:02:28,242 INFO  [org.radargun.RemoteSlaveConnection] (main) Awaiting registration from 2 slaves.
23:02:28,244 INFO  [org.radargun.RemoteSlaveConnection] (main) Awaiting registration from 1 slaves.
23:02:28,248 INFO  [org.radargun.RemoteSlaveConnection] (main) Connection established from 3 slaves.
23:02:28,492 INFO  [org.radargun.Master] (main) Started benchmarking configuration 'Infinispan 9.2 - distributed'
23:02:28,492 INFO  [org.radargun.Master] (main) Starting scenario on Cluster[default=3]
23:02:28,635 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting for 3 reconnecting slaves
23:02:29,794 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting for 2 reconnecting slaves
23:02:29,894 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting for 1 reconnecting slaves
23:02:30,039 INFO  [org.radargun.Master] (main) Starting distributed stage ScenarioInit.
23:02:32,012 INFO  [org.radargun.stages.ScenarioInitStage] (main) Received responses from all 3 slaves. Durations [0 = 18 ms, 1 = 19 ms, 2 = 18 ms]
23:02:32,012 INFO  [org.radargun.Master] (main) Finished distributed stage ScenarioInit.
23:02:32,013 INFO  [org.radargun.Master] (main) Starting distributed stage BeforeServiceStart.
23:02:32,018 INFO  [org.radargun.stages.BeforeServiceStartStage] (main) Received responses from all 3 slaves. Durations [0 = 0 ns, 1 = 0 ns, 2 = 0 ns]
23:02:32,019 INFO  [org.radargun.Master] (main) Finished distributed stage BeforeServiceStart.
23:02:32,024 INFO  [org.radargun.Master] (main) Starting distributed stage ServiceStart.
23:02:39,732 INFO  [org.radargun.stages.lifecycle.ServiceStartStage] (main) Received responses from all 3 slaves. Durations [0 = 7.25 seconds, 1 = 7.33 seconds, 2 = 7.69 seconds]
23:02:39,736 INFO  [org.radargun.Master] (main) Finished distributed stage ServiceStart.
23:02:39,737 INFO  [org.radargun.Master] (main) Starting distributed stage AfterServiceStart.
23:02:39,748 INFO  [org.radargun.stages.AfterServiceStartStage] (main) Received responses from all 3 slaves. Durations [0 = 0 ns, 1 = 0 ns, 2 = 0 ns]
