"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",6,30,267.875124,9.651940,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",6,30,605.010642,16.283123,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",6,15,641.760232,3.861520,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",6,15,50.072558,1.826675,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",6,15,2255.206984,45.574071,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",6,15,11799.347014,176.190102,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",6,30,631.624375,14.163748,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",6,15,240.417075,7.891890,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",6,15,63.001330,3.458237,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",6,15,523.270933,8.784222,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,12.039685,0.162997,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",6,15,844.426784,12.040599,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",6,15,3922.948198,9.944331,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",6,15,56.569622,0.427534,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",6,15,357.097162,0.295318,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",6,15,32.787409,1.303630,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",6,15,301.916143,2.779129,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",6,30,10005.171862,146.367460,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",6,15,136.094758,3.196350,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",6,30,447.472257,20.945089,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",6,30,1051.057941,8.830504,"ops/min"
