"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.openjdk.specjvm2008.Compiler.compiler","thrpt",6,30,266.859075,12.133480,"ops/min"
"org.openjdk.specjvm2008.Compiler.sunflow","thrpt",6,30,610.972773,23.413293,"ops/min"
"org.openjdk.specjvm2008.Compress.test","thrpt",6,15,614.344692,5.228258,"ops/min"
"org.openjdk.specjvm2008.CryptoAes.test","thrpt",6,15,48.773275,1.444649,"ops/min"
"org.openjdk.specjvm2008.CryptoRsa.test","thrpt",6,15,2293.576268,17.353027,"ops/min"
"org.openjdk.specjvm2008.CryptoSignVerify.test","thrpt",6,15,11862.129428,216.971076,"ops/min"
"org.openjdk.specjvm2008.Derby.test","thrpt",6,30,635.834798,10.805963,"ops/min"
"org.openjdk.specjvm2008.MpegAudio.test","thrpt",6,15,238.519720,1.693301,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.large","thrpt",6,15,61.540591,3.170549,"ops/min"
"org.openjdk.specjvm2008.ScimarkFFT.small","thrpt",6,15,528.695652,9.048547,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.large","thrpt",1,15,12.086491,0.202542,"ops/min"
"org.openjdk.specjvm2008.ScimarkLU.small","thrpt",6,15,837.596699,8.610226,"ops/min"
"org.openjdk.specjvm2008.ScimarkMonteCarlo.test","thrpt",6,15,3865.009956,49.730279,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.large","thrpt",6,15,56.212272,0.539888,"ops/min"
"org.openjdk.specjvm2008.ScimarkSOR.small","thrpt",6,15,356.849449,0.927818,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.large","thrpt",6,15,32.990525,1.682534,"ops/min"
"org.openjdk.specjvm2008.ScimarkSparse.small","thrpt",6,15,294.577337,5.912232,"ops/min"
"org.openjdk.specjvm2008.Serial.test","thrpt",6,30,9852.774743,155.658092,"ops/s"
"org.openjdk.specjvm2008.Sunflow.test","thrpt",6,15,137.055710,4.651697,"ops/min"
"org.openjdk.specjvm2008.XmlTransform.test","thrpt",6,30,445.328322,21.025492,"ops/min"
"org.openjdk.specjvm2008.XmlValidation.test","thrpt",6,30,1063.368871,9.345891,"ops/min"
