21:53:46,301 INFO  [org.radargun.LaunchMaster] (main) Running in directory: /home/tester/benchmarks-in-nested-virtualisation-toolchain/local_workspace/results/.
21:53:46,317 INFO  [org.radargun.LaunchMaster] (main) Configuration file is: /home/tester/benchmarks-in-nested-virtualisation-toolchain/local_workspace/results/config.xml
21:53:46,319 ERROR [org.radargun.config.DomConfigParser] (main) loading: /home/tester/benchmarks-in-nested-virtualisation-toolchain/local_workspace/results/config.xml
21:53:46,323 ERROR [org.radargun.config.DomConfigParser] (main) loaded: /home/tester/benchmarks-in-nested-virtualisation-toolchain/local_workspace/results/config.xml
21:53:46,572 INFO  [org.radargun.RemoteSlaveConnection] (main) Attempting to start Master listening for connection on: results/127.0.0.1:2103
21:53:46,573 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting 5 seconds for server socket to open completely
21:53:51,574 INFO  [org.radargun.RemoteSlaveConnection] (main) Awaiting registration from 3 slaves.
21:53:51,576 INFO  [org.radargun.RemoteSlaveConnection] (main) Awaiting registration from 2 slaves.
21:53:51,577 INFO  [org.radargun.RemoteSlaveConnection] (main) Awaiting registration from 1 slaves.
21:53:51,577 INFO  [org.radargun.RemoteSlaveConnection] (main) Connection established from 3 slaves.
21:53:51,633 INFO  [org.radargun.Master] (main) Started benchmarking configuration 'Infinispan 9.2 - distributed'
21:53:51,633 INFO  [org.radargun.Master] (main) Starting scenario on Cluster[default=3]
21:53:51,765 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting for 3 reconnecting slaves
21:53:52,974 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting for 2 reconnecting slaves
21:53:52,975 INFO  [org.radargun.RemoteSlaveConnection] (main) Waiting for 1 reconnecting slaves
21:53:53,030 INFO  [org.radargun.Master] (main) Starting distributed stage ScenarioInit.
21:53:54,880 INFO  [org.radargun.stages.ScenarioInitStage] (main) Received responses from all 3 slaves. Durations [0 = 47 ms, 1 = 10 ms, 2 = 25 ms]
21:53:54,881 INFO  [org.radargun.Master] (main) Finished distributed stage ScenarioInit.
21:53:54,882 INFO  [org.radargun.Master] (main) Starting distributed stage BeforeServiceStart.
21:53:54,885 INFO  [org.radargun.stages.BeforeServiceStartStage] (main) Received responses from all 3 slaves. Durations [0 = 0 ns, 1 = 0 ns, 2 = 0 ns]
21:53:54,885 INFO  [org.radargun.Master] (main) Finished distributed stage BeforeServiceStart.
21:53:54,888 INFO  [org.radargun.Master] (main) Starting distributed stage ServiceStart.
21:54:02,385 INFO  [org.radargun.stages.lifecycle.ServiceStartStage] (main) Received responses from all 3 slaves. Durations [0 = 7.12 seconds, 1 = 7.02 seconds, 2 = 7.49 seconds]
21:54:02,388 INFO  [org.radargun.Master] (main) Finished distributed stage ServiceStart.
21:54:02,389 INFO  [org.radargun.Master] (main) Starting distributed stage AfterServiceStart.
21:54:02,396 INFO  [org.radargun.stages.AfterServiceStartStage] (main) Received responses from all 3 slaves. Durations [0 = 0 ns, 1 = 0 ns, 2 = 0 ns]
21:54:02,397 INFO  [org.radargun.Master] (main) Finished distributed stage AfterServiceStart.
21:54:02,398 INFO  [org.radargun.Master] (main) Starting distributed stage MonitorStart.
21:54:02,462 INFO  [org.radargun.sysmonitor.AbstractMonitors] (main) Gathering statistics every 1000 ms
21:54:02,472 INFO  [org.radargun.stages.monitor.MonitorStartStage] (main) Received responses from all 3 slaves. Durations [0 = 6 ms, 1 = 5 ms, 2 = 6 ms]
21:54:02,473 INFO  [org.radargun.Master] (main) Finished distributed stage MonitorStart.
21:54:02,490 INFO  [org.radargun.Master] (main) Starting distributed stage Load.
21:54:09,886 INFO  [org.radargun.stages.cache.test.LoadStage] (main) Received responses from all 3 slaves. Durations [0 = 7.38 seconds, 1 = 7.38 seconds, 2 = 7.31 seconds]
21:54:09,886 INFO  [org.radargun.Master] (main) Finished distributed stage Load.
21:54:09,898 WARN  [org.radargun.config.InitHelper] (main) Method public void org.radargun.stages.cache.test.BasicOperationsTestStage.init() overrides public void org.radargun.stages.test.TestStage.init() but both are declared with @Init annotation: calling only once
21:54:09,900 INFO  [org.radargun.Master] (main) Starting distributed stage BasicOperationsTest.
21:55:09,936 INFO  [org.radargun.stages.cache.test.BasicOperationsTestStage] (main) Received responses from all 3 slaves. Durations [0 = 60.01 seconds, 1 = 60.01 seconds, 2 = 60.02 seconds]
21:55:09,937 INFO  [org.radargun.stages.cache.test.BasicOperationsTestStage] (main) This test was executed as a warmup
21:55:09,938 INFO  [org.radargun.Master] (main) Finished distributed stage BasicOperationsTest.
21:55:09,939 INFO  [org.radargun.Master] (main) Starting distributed stage Clear.
21:55:10,100 INFO  [org.radargun.stages.cache.ClearStage] (main) Received responses from all 3 slaves. Durations [0 = 158 ms, 1 = 157 ms, 2 = 155 ms]
21:55:10,100 INFO  [org.radargun.Master] (main) Finished distributed stage Clear.
21:55:10,102 INFO  [org.radargun.Master] (main) Starting distributed stage Load.
21:55:12,417 INFO  [org.radargun.stages.cache.test.LoadStage] (main) Received responses from all 3 slaves. Durations [0 = 2.29 seconds, 1 = 2.31 seconds, 2 = 2.31 seconds]
21:55:12,417 INFO  [org.radargun.Master] (main) Finished distributed stage Load.
21:55:12,455 WARN  [org.radargun.config.InitHelper] (main) Method public void org.radargun.stages.cache.test.BasicOperationsTestStage.init() overrides public void org.radargun.stages.test.TestStage.init() but both are declared with @Init annotation: calling only once
21:55:12,456 INFO  [org.radargun.Master] (main) Starting distributed stage BasicOperationsTest.
22:05:12,886 INFO  [org.radargun.stages.cache.test.BasicOperationsTestStage] (main) Received responses from all 3 slaves. Durations [0 = 10 minutes, 1 = 10 minutes, 2 = 10 minutes]
22:05:13,003 INFO  [org.radargun.Master] (main) Finished distributed stage BasicOperationsTest.
22:05:13,005 INFO  [org.radargun.Master] (main) Starting distributed stage MonitorStop.
22:05:13,012 INFO  [org.radargun.Master] (main) Finished distributed stage MonitorStop.
22:05:13,015 INFO  [org.radargun.Master] (main) Starting distributed stage ScenarioDestroy.
22:05:13,200 INFO  [org.radargun.Master] (main) Finished distributed stage ScenarioDestroy.
22:05:13,201 INFO  [org.radargun.Master] (main) Starting distributed stage ScenarioCleanup.
22:05:18,265 INFO  [org.radargun.stages.ScenarioCleanupStage] (main) Node 0 has changed available memory from 1358 MB to 1348 MB and has 1 unfinished threads
22:05:18,265 INFO  [org.radargun.stages.ScenarioCleanupStage] (main) Node 1 has changed available memory from 1358 MB to 1348 MB and has 3 unfinished threads
22:05:18,265 INFO  [org.radargun.stages.ScenarioCleanupStage] (main) Node 2 has changed available memory from 1358 MB to 1348 MB and has 3 unfinished threads
22:05:18,266 INFO  [org.radargun.Master] (main) Finished distributed stage ScenarioCleanup.
22:05:18,266 INFO  [org.radargun.Master] (main) Finished scenario on Cluster[default=3] in 11 mins 25 secs
22:05:18,314 INFO  [org.radargun.Master] (main) Finished benchmarking configuration 'Infinispan 9.2 - distributed' in 11 mins 26 secs
22:05:18,314 INFO  [org.radargun.Master] (main) Executed all benchmarks in 11 mins 26 secs, reporting...
22:05:18,315 INFO  [org.radargun.Master] (main) Running reporter org.radargun.reporting.csv.CsvReporter@39ac0c0a
22:05:18,315 INFO  [org.radargun.utils.Utils] (main) Successfully created report file:/home/tester/benchmarks-in-nested-virtualisation-toolchain/local_workspace/results/results/csv/stress-test_Infinispan 9.2 - distributed_default_3.csv
22:05:18,364 INFO  [org.radargun.utils.Utils] (main) Successfully created report file:/home/tester/benchmarks-in-nested-virtualisation-toolchain/local_workspace/results/results/csv/timeline_Infinispan 9.2 - distributed_default_3_Memory usage.csv
22:05:18,402 INFO  [org.radargun.utils.Utils] (main) Successfully created report file:/home/tester/benchmarks-in-nested-virtualisation-toolchain/local_workspace/results/results/csv/timeline_Infinispan 9.2 - distributed_default_3_RSS Memory usage.csv
22:05:18,414 INFO  [org.radargun.utils.Utils] (main) Successfully created report file:/home/tester/benchmarks-in-nested-virtualisation-toolchain/local_workspace/results/results/csv/timeline_Infinispan 9.2 - distributed_default_3_Open files.csv
22:05:18,426 INFO  [org.radargun.utils.Utils] (main) Successfully created report file:/home/tester/benchmarks-in-nested-virtualisation-toolchain/local_workspace/results/results/csv/timeline_Infinispan 9.2 - distributed_default_3_GC CPU usage.csv
22:05:18,445 INFO  [org.radargun.utils.Utils] (main) Successfully created report file:/home/tester/benchmarks-in-nested-virtualisation-toolchain/local_workspace/results/results/csv/timeline_Infinispan 9.2 - distributed_default_3_CPU usage.csv
22:05:18,456 INFO  [org.radargun.Master] (main) Running reporter org.radargun.reporting.html.HtmlReporter@172b013
22:05:20,682 INFO  [org.radargun.Master] (main) All reporters have been executed, exiting.
22:05:20,690 INFO  [org.radargun.ShutDownHook] (Thread-0) Master process is being shutdown
